,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,19.999999958838334,20.00000002803938,20.000000007258883,20.00000003495549,20.000000021856874,19.999999935822572,20.000000015314225,19.99999997122404,19.999999993583693,19.99999988726999,20.000000001334953,20.00000000169606,19.999999986271767,19.9999998889711,19.999999992827174,19.999999964609614,20.000000016729917,20.000000108732262,19.999999993192414,19.999999953695504,20.00000001051147,19.999999979497893,20.00000000329826,20.000000034308126,19.999999978764468,20.000000094196835,20.000000004560818,19.999999834233765,20.000000013418518,20.000000076495336,20.000000005463388,20.000000073788662,20.00000001574001,19.99999991043196,19.999999986871643,19.99999999725509,20.000000030957846,20.000000000000007,20.0,20.000000000000007,20.0,20.00000000000001,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.000000000000007,19.999999999999993,20.00000000000003,20.0,19.99999985016177,20.000000078342207,19.999999990005342,19.999999932777683,20.00000003059678,20.000000172128072,20.000000000366875,20.00000005462466,20.00000003386581,19.999999969793826,20.00000000189244,20.00000000922424,19.99999997606571,20.0000000566945,19.99999997792948,20.00000001053347,20.00000001258525,20.000000018147443,19.999999991955505,20.00000000561542,20.000000003665118,20.0000002311865,20.00000000391455,20.000000048796682,19.999999981711564,20.000000141121415,19.99999999575315,20.0000000711103,20.000000013789574,19.999999996459913,20.0000000071393,20.000000098999465,19.999999993095955,19.999999997567414,19.999999980629937,19.999999963153666,19.999999963007955
1,19.9999994898116,19.999999519196848,19.99999951910726,19.99999952805361,19.999999516375265,19.999999481711484,19.99999950362274,19.99999948868348,19.99999948624205,19.999999449711822,19.99999949109365,19.999999497466945,19.99999948447167,19.999999448894613,19.99999948628775,19.99999949060911,19.999999522416406,19.99999955845099,19.99999951234887,19.999999488832703,19.999999505807867,19.999999499079042,19.999999510705475,19.999999523744464,19.99999951099347,19.999999546366684,19.99999950103766,19.99999943438516,19.99999950422395,19.999999543343616,19.9999995266407,19.999999544912647,19.999999514248845,19.999999469641597,19.99999949955486,19.99999953008426,19.999999612086597,19.99999989595459,19.999999972004,19.999999992314127,19.999999997627366,19.999999998814307,19.999386666901813,19.998898460609723,19.998602161191776,19.998387656242237,19.99822401684291,19.998103482461254,19.99802372287448,19.99798396301495,19.99798396310441,19.998023723137518,19.99810348288141,19.99822401739123,19.998387656874478,19.998602161842584,19.998898461176505,19.99938666718836,19.999999998676,19.99999999721276,19.999999990794826,19.999999966344483,19.999999874847074,19.99999953335823,19.99999954870633,19.999999510001658,19.99999948870998,19.999999538840623,19.99999959739821,19.99999953937956,19.999999545678197,19.999999531051063,19.99999950177838,19.99999950912427,19.999999512195057,19.999999505022558,19.999999532133963,19.999999507181972,19.999999516488874,19.99999952014105,19.99999952205334,19.999999514326454,19.999999524220723,19.9999995454609,19.999999629870945,19.99999955240776,19.99999955024191,19.999999532921034,19.999999585964385,19.99999953960742,19.999999555446838,19.99999953178031,19.999999520800344,19.999999529466457,19.999999560670233,19.99999951975321,19.999999508736423,19.99999949561556,19.999999483974733,19.999999480962074
2,19.99999852331001,19.9999985320033,19.99999853474341,19.999998535887332,19.99999852940744,19.999998517821588,19.99999851811265,19.999998512068643,19.999998506661235,19.999998497557684,19.99999850663904,19.999998509384753,19.999998504455856,19.999998496650722,19.999998507292748,19.999998516069226,19.999998530549735,19.99999854112462,19.99999852903656,19.999998519544576,19.99999852111306,19.99999852084597,19.999998525091552,19.99999852942722,19.99999852826187,19.9999985325032,19.99999851632087,19.999998498995552,19.999998517571324,19.999998533928007,19.999998534977156,19.999998537153065,19.99999852621195,19.999998514421065,19.99999852527883,19.99999854520307,19.99999857331534,19.999965514685336,19.999894852077016,19.999807924065976,19.99967185400549,19.999368465760025,19.998404105037178,19.997700967782375,19.99716342514935,19.996749879709373,19.996426481176993,19.996186577525066,19.99602744588534,19.995948046055403,19.995948046236993,19.99602744641964,19.99618657837986,19.996426482295753,19.996749881006526,19.997163426502258,19.99770096901406,19.998404105895016,19.999368465874003,19.999671853295407,19.99980792140519,19.99989484435665,19.999965494915298,19.9999985435472,19.999998544545562,19.999998533540346,19.99999853003952,19.9999985478839,19.999998565663052,19.999998554008684,19.999998549727923,19.99999854107175,19.999998530064016,19.999998528847573,19.999998529373045,19.999998529593505,19.99999853612435,19.99999853236862,19.99999853504151,19.999998537976435,19.999998540495508,19.999998542401514,19.99999855104726,19.999998566798087,19.999998590314505,19.99999857499897,19.999998569283512,19.99999856587243,19.999998576159847,19.99999856603096,19.999998564656153,19.999998556038285,19.999998550785506,19.99999855253751,19.99999855720815,19.999998544113225,19.999998534155214,19.99999852507583,19.99999851794611,19.999998514820792
3,19.99999754811512,19.999997550762924,19.99999755197575,19.99999755134487,19.99999754754557,19.999997542054775,19.999997538937635,19.99999753481721,19.999997530776568,19.99999752721864,19.999997528520076,19.999997528977165,19.99999752731629,19.99999752595967,19.99999753016329,19.99999753582531,19.999997542588687,19.999997546461195,19.99999754312817,19.999997539195977,19.999997538253826,19.999997538100235,19.99999753938754,19.99999754061099,19.999997540123594,19.999997539063372,19.999997532747063,19.999997527704863,19.99999753313778,19.999997539819933,19.999997542186858,19.999997542510506,19.999997539024832,19.99999753655188,19.99999754193632,19.999997552133852,19.99999756271823,19.999901297621584,19.999700877822836,19.999472929979238,19.999182885561986,19.998766373312964,19.998142881567052,19.9975531718552,19.997057226650576,19.99665973279852,19.996342986292955,19.996105805509064,19.995947714071566,19.995868646039824,19.995868646231887,19.995947714638074,19.996105806420367,19.996342987497282,19.9966597342183,19.99705722817644,19.99755317333549,19.998142882794877,19.99876637401172,19.99918288538758,19.99947292814438,19.999700872970887,19.999901288472998,19.999997552799673,19.999997552388365,19.999997549574644,19.999997550023846,19.99999755699241,19.999997563361404,19.999997561264205,19.999997558153062,19.999997553443997,19.999997548558362,19.999997546828972,19.999997546856047,19.99999754785406,19.99999755040132,19.99999755112664,19.999997553332115,19.999997556227676,19.99999755955074,19.99999756373684,19.999997570768706,19.999997580369687,19.999997589590016,19.999997587990094,19.999997586020736,19.99999758512533,19.999997586771606,19.999997583700424,19.99999758110853,19.99999757693118,19.999997573765878,19.99999757268992,19.999997571511635,19.999997565336333,19.99999755869537,19.999997552586443,19.999997547913082,19.99999754555419
4,19.99999657027243,19.99999657095753,19.999996571051796,19.999996569970826,19.999996567375188,19.999996563914316,19.999996560765904,19.999996557485996,19.999996554409183,19.999996552020228,19.999996551245466,19.999996550687538,19.999996549872456,19.99999654970838,19.999996551575435,19.99999655448004,19.99999655751851,19.9999965590033,19.99999655781895,19.999996555857336,19.999996554606028,19.999996553913604,19.99999655374738,19.999996553505614,19.999996552558137,19.999996550879633,19.999996547899148,19.999996545939062,19.999996547454998,19.999996550027088,19.99999655143983,19.99999655167727,19.999996550825003,19.99999655082531,19.999996553780715,19.999996558677783,19.999996562885695,19.9998449703438,19.99953443161348,19.999200032466184,19.99882038495028,19.998371260362777,19.997847876062878,19.997328032775947,19.99686899815443,19.99648883854119,19.99617992568724,19.99594594414668,19.995788958852003,19.99571017780045,19.995710178012665,19.99578895948042,19.995945945166245,19.9961799270547,19.996488840192956,19.99686900000341,19.99732803471028,19.997847877937335,19.998371261990425,19.9988203860988,19.999200032813896,19.999534430909506,19.999844969059964,19.99999656264365,19.999996562633587,19.999996562346016,19.99999656348881,19.999996566700496,19.99999656952594,19.99999656953367,19.999996568176122,19.999996565992816,19.999996563896463,19.999996563053898,19.999996563368104,19.999996564565375,19.999996566500236,19.9999965684045,19.999996570932637,19.999996574051412,19.999996577742934,19.9999965822264,19.99999658792104,19.999996594321942,19.99999659968578,19.999996601350652,19.999996601684014,19.999996601836546,19.99999660210083,19.99999660089059,19.999996599146364,19.99999659681202,19.999996594656906,19.999996592944665,19.99999659081213,19.999996587025098,19.999996582703485,19.999996578661495,19.999996575565586,19.999996573928698
5,19.99999559174464,19.99999559174297,19.999995591303076,19.999995590111446,19.999995588070043,19.999995585461388,19.999995582725667,19.999995579951694,19.99999557735394,19.999995575207627,19.99999557375402,19.99999557265506,19.999995571777628,19.99999557142596,19.999995571950034,19.99999557300091,19.999995574002018,19.999995574214548,19.999995573286988,19.999995571808398,19.999995570399346,19.999995569200777,19.999995568182754,19.999995567105948,19.999995565723722,19.999995563997867,19.99999556203084,19.999995560697236,19.99999556071606,19.99999556139359,19.9999955618681,19.999995561933748,19.9999955617726,19.999995562143635,19.999995563683456,19.999995565910865,19.99999556754483,19.999795996996724,19.999391845821084,19.99897238332176,19.998527361410215,19.99805040712499,19.997549329545762,19.99705728423168,19.99661709385043,19.996246697524594,19.995941933768137,19.99570908653842,19.9955519993893,19.99547292829732,19.995472928537914,19.995552000104738,19.9957090877095,19.995941935362314,19.996246699495426,19.996617096137214,19.997057286768094,19.997549332253755,19.99805040991383,19.998527364203298,19.998972386102846,19.99939184879327,19.999796000914262,19.999995572781437,19.999995573156326,19.999995573687016,19.99999557488489,19.999995576794817,19.999995578508198,19.999995579168417,19.999995579024944,19.999995578454683,19.999995577980773,19.999995578122057,19.999995578997098,19.9999955805391,19.99999558262974,19.9999955850585,19.999995587942518,19.999995591302405,19.99999559514318,19.9999955995048,19.9999956043671,19.999995609311267,19.999995613480507,19.999995616042725,19.99999561752812,19.999995618436014,19.99999561890457,19.99999561861475,19.999995617774307,19.999995616513637,19.999995615105068,19.999995613619706,19.99999561176713,19.999995609248444,19.999995606431984,19.999995603790463,19.99999560175906,19.99999560066632
6,19.999994613218515,19.999994612966635,19.999994612306097,19.99999461110184,19.99999460933215,19.999994607135534,19.999994604723682,19.999994602241166,19.999994599847252,19.999994597702326,19.999994595907925,19.999994594401056,19.99999459315703,19.999994592267797,19.99999459179783,19.99999459157154,19.9999945912741,19.999994590565887,19.999994589306056,19.999994587689923,19.99999458598217,19.999994584307405,19.999994582676916,19.99999458101171,19.999994579232933,19.99999457735728,19.999994575529108,19.999994574102978,19.999994573318414,19.999994572963107,19.99999457270524,19.99999457241702,19.99999457218801,19.999994572293176,19.9999945728986,19.999994573737393,19.999994574211488,19.999752034103253,19.999264571352366,19.998770293589455,19.998266270243775,19.997753677181194,19.99724175076345,19.996749255999067,19.996309970735464,19.99593892393863,19.995632025322312,19.995396468849563,19.995237023869482,19.995156607461617,19.995156607736945,19.995237024691146,19.99539647020469,19.995632027189636,19.99593892628923,19.996309973534654,19.99674925922385,19.997241754395755,19.997753681207865,19.99826627469772,19.99877029860093,19.999264577246397,19.99975204152946,19.9999945829179,19.999994583523264,19.999994584360838,19.999994585568906,19.99999458708569,19.999994588543615,19.99999458960685,19.999994590300552,19.999994590820204,19.999994591449884,19.99999459245646,19.99999459395913,19.999994595964186,19.999994598421125,19.999994601257235,19.99999460447653,19.999994608072512,19.999994612022583,19.99999461628251,19.999994620731293,19.99999462507552,19.999994628882256,19.999994631811617,19.999994633949733,19.999994635474806,19.999994636466692,19.999994636889536,19.999994636822482,19.999994636363148,19.999994635630014,19.99999463466197,19.99999463338823,19.999994631769567,19.99999462998554,19.99999462830931,19.999994627013876,19.9999946263112
7,19.99999363494428,19.999993634598955,19.99999363385283,19.99999363265767,19.999993631021177,19.999993629024917,19.999993626792357,19.999993624442038,19.999993622091583,19.99999361984649,19.999993617774308,19.9999936158842,19.999993614181644,19.999993612690368,19.999993611401944,19.999993610213323,19.999993608956945,19.99999360746884,19.999993605681432,19.999993603663057,19.99999360153201,19.99999359936976,19.999993597205798,19.99999359503104,19.999993592839015,19.999993590669213,19.999993588625337,19.999993586867156,19.999993585491513,19.999993584435188,19.999993583572728,19.999993582841082,19.99999358226925,19.999993581942462,19.999993581880375,19.99999358192862,19.99999358180623,19.999710454199043,19.99914411189577,19.998577949439802,19.998013748794303,19.99745628059266,19.996914740327814,19.9964025635406,19.995949154428647,19.995567002172127,19.995250774732934,19.995007739668015,19.994843019777424,19.994759869942744,19.994759870257106,19.994843020718214,19.995007741228434,19.995250776902324,19.99556700493723,19.995949157777307,19.99640256748585,19.99691474489754,19.997456285824104,19.99801375477872,19.998577956356723,19.99914412006191,19.999710464105632,19.999993592902985,19.999993593658,19.999993594664165,19.999993595944204,19.999993597435424,19.999993598973724,19.99999360041482,19.99999360175021,19.999993603075698,19.999993604542095,19.99999360629477,19.999993608418777,19.999993610937388,19.999993613833347,19.999993617072782,19.999993620633855,19.99999362448853,19.999993628592126,19.99999363287137,19.999993637200046,19.999993641377255,19.999993645161375,19.99999364837176,19.99999365098439,19.99999365304678,19.99999365459786,19.99999365565422,19.99999365626293,19.999993656486463,19.999993656389876,19.999993656009924,19.99999365535425,19.999993654456055,19.999993653431304,19.99999365244736,19.99999365167594,19.9999936512534
8,19.999992657015365,19.999992656632077,19.999992655848608,19.999992654654832,19.999992653069967,19.99999265115061,19.99999264897879,19.999992646643044,19.999992644230556,19.99999264181774,19.999992639458615,19.99999263717979,19.999992634994985,19.99999263291008,19.999992630906263,19.999992628922865,19.99999262687151,19.999992624671098,19.99999262228777,19.999992619748863,19.99999261711306,19.999992614433825,19.99999261174548,19.99999260906763,19.99999260642287,19.999992603855226,19.99999260143587,19.9999925992488,19.99999259734529,19.999992595713405,19.999992594309397,19.999992593105336,19.99999259210545,19.999992591327043,19.99999259075182,19.999992590290486,19.999992589808535,19.999668961914377,19.999023472591464,19.998383643479265,19.99775449490096,19.997142956066828,19.99655836641513,19.99601211633987,19.995532094199376,19.995129155588263,19.99479633176929,19.994540695312075,19.994367445629443,19.99427998227487,19.994279982630562,19.994367446696156,19.99454069708848,19.99479633425398,19.995129158780014,19.995532098104093,19.99601212099722,19.99655837188449,19.997142962412372,19.997754502236333,19.99838365198557,19.999023482538895,19.999668973661574,19.999992602663017,19.999992603541585,19.999992604693613,19.99999260610832,19.99999260773807,19.999992609501042,19.999992611328494,19.99999261320977,19.999992615190283,19.99999261734803,19.999992619761745,19.999992622483823,19.99999262553324,19.999992628902085,19.9999926325667,19.99999263649758,19.999992640655623,19.999992644986015,19.9999926494108,19.999992653820264,19.99999265807208,19.999992662014233,19.999992665529653,19.99999266856929,19.999992671130062,19.999992673223748,19.999992674866547,19.99999267608856,19.999992676929896,19.999992677433106,19.9999926776336,19.99999267756279,19.999992677269105,19.99999267683626,19.999992676372877,19.99999267598912,19.99999267577307
9,19.999991679469744,19.99999167906538,19.99999167825469,19.99999167704308,19.999991675453245,19.99999167352877,19.999991671329145,19.99999166892079,19.99999166636986,19.999991663735305,19.99999166106262,19.99999165838137,19.999991655708417,19.99999165304871,19.999991650390157,19.999991647700362,19.99999164493514,19.999991642056273,19.999991639049682,19.99999163593157,19.999991632737544,19.999991629506997,19.999991626274667,19.999991623071132,19.999991619929617,19.99999161689295,19.999991614014114,19.999991611346886,19.99999160892744,19.99999160676374,19.999991604846123,19.99999160316541,19.999991601720165,19.999991600508437,19.999991599509375,19.99999159867297,19.999991597934656,19.99962570377035,19.998897173076987,19.998178656980414,19.997477631263383,19.99680268235791,19.99616365292736,19.995571335326556,19.99505384456329,19.994621194210666,19.994264701444706,19.993991264180927,19.993806085152528,19.99371263089632,19.993712631294528,19.993806086347302,19.993991266175495,19.994264704245037,19.994621197824895,19.995053849009764,19.995571340662206,19.996163659230884,19.996802689704918,19.99747763976945,19.99817866681039,19.998897184446488,19.999625716943985,19.99999161215025,19.999991613151714,19.999991614460384,19.999991616057404,19.999991617907494,19.999991619963875,19.999991622188343,19.99999162457009,19.99999162712763,19.999991629898002,19.999991632920363,19.99999163622153,19.999991639809664,19.99999164367506,19.999991647794342,19.999991652134142,19.999991656650366,19.999991661285513,19.999991665965545,19.999991670598135,19.999991675076572,19.999991679293814,19.99999168316333,19.999991686633066,19.999991689680424,19.99999169230053,19.999991694499656,19.99999169629487,19.999991697711447,19.99999169877906,19.99999169952857,19.999991699994215,19.99999170022131,19.999991700271753,19.999991700218775,19.999991700134597,19.999991700076684
